dataset_index,source_file,source_basename,source_parent,form_type,matched_intermediate,batch_index,record_id,review_required,num_rows,output_form_type
474,election_data\อำเภอสำโรง\ตำบลค้อน้อย\หน่วยที่ 12\ส.ส.5ทับ18(แบ่งเขต) น.12.pdf,ส.ส.5ทับ18(แบ่งเขต) น.12.pdf,election_data\อำเภอสำโรง\ตำบลค้อน้อย\หน่วยที่ 12,constituency,True,474,file_00474,True,6,constituency
475,election_data\อำเภอสำโรง\ตำบลค้อน้อย\หน่วยที่ 13\ส.ส.5.18(บช.)น.13.pdf,ส.ส.5.18(บช.)น.13.pdf,election_data\อำเภอสำโรง\ตำบลค้อน้อย\หน่วยที่ 13,party_list,True,475,file_00475,True,10,party_list
476,election_data\อำเภอสำโรง\ตำบลค้อน้อย\หน่วยที่ 13\ส.ส.5ทับ18(แบ่งเขต) น.13.pdf,ส.ส.5ทับ18(แบ่งเขต) น.13.pdf,election_data\อำเภอสำโรง\ตำบลค้อน้อย\หน่วยที่ 13,constituency,True,476,file_00476,True,6,constituency
477,election_data\อำเภอสำโรง\ตำบลค้อน้อย\หน่วยที่ 14\ส.ส.5.18(บช.)น.14.pdf,ส.ส.5.18(บช.)น.14.pdf,election_data\อำเภอสำโรง\ตำบลค้อน้อย\หน่วยที่ 14,party_list,True,477,file_00477,True,10,party_list
478,election_data\อำเภอสำโรง\ตำบลค้อน้อย\หน่วยที่ 14\ส.ส.5ทับ18(แบ่งเขต) น.14.pdf,ส.ส.5ทับ18(แบ่งเขต) น.14.pdf,election_data\อำเภอสำโรง\ตำบลค้อน้อย\หน่วยที่ 14,constituency,True,478,file_00478,True,6,constituency
479,election_data\อำเภอสำโรง\ตำบลค้อน้อย\หน่วยที่ 15\ส.ส.5.18(บช.)น.15.pdf,ส.ส.5.18(บช.)น.15.pdf,election_data\อำเภอสำโรง\ตำบลค้อน้อย\หน่วยที่ 15,party_list,True,479,file_00479,True,10,party_list
480,election_data\อำเภอสำโรง\ตำบลค้อน้อย\หน่วยที่ 15\ส.ส.5ทับ18(แบ่งเขต) น.15.pdf,ส.ส.5ทับ18(แบ่งเขต) น.15.pdf,election_data\อำเภอสำโรง\ตำบลค้อน้อย\หน่วยที่ 15,constituency,True,480,file_00480,True,6,constituency
481,election_data\อำเภอสำโรง\ตำบลค้อน้อย\หน่วยที่ 16\ส.ส.5.18(บช.)น.16.pdf,ส.ส.5.18(บช.)น.16.pdf,election_data\อำเภอสำโรง\ตำบลค้อน้อย\หน่วยที่ 16,party_list,True,481,file_00481,True,10,party_list
482,election_data\อำเภอสำโรง\ตำบลค้อน้อย\หน่วยที่ 16\ส.ส.5ทับ18(แบ่งเขต) น.16.pdf,ส.ส.5ทับ18(แบ่งเขต) น.16.pdf,election_data\อำเภอสำโรง\ตำบลค้อน้อย\หน่วยที่ 16,constituency,True,482,file_00482,True,6,constituency
483,election_data\อำเภอสำโรง\ตำบลค้อน้อย\หน่วยที่ 17\ส.ส.5.18(บช.)น.17.pdf,ส.ส.5.18(บช.)น.17.pdf,election_data\อำเภอสำโรง\ตำบลค้อน้อย\หน่วยที่ 17,party_list,True,483,file_00483,True,10,party_list
484,election_data\อำเภอสำโรง\ตำบลค้อน้อย\หน่วยที่ 17\ส.ส.5ทับ18(แบ่งเขต)น.17.pdf,ส.ส.5ทับ18(แบ่งเขต)น.17.pdf,election_data\อำเภอสำโรง\ตำบลค้อน้อย\หน่วยที่ 17,constituency,True,484,file_00484,True,4,constituency
485,election_data\อำเภอสำโรง\ตำบลค้อน้อย\หน่วยที่ 2\ส.ส.5.18(บช.)น.2.pdf,ส.ส.5.18(บช.)น.2.pdf,election_data\อำเภอสำโรง\ตำบลค้อน้อย\หน่วยที่ 2,party_list,True,485,file_00485,True,10,party_list
486,election_data\อำเภอสำโรง\ตำบลค้อน้อย\หน่วยที่ 2\ส.ส.5ทับ18 (แบ่งเขต) น.2.pdf,ส.ส.5ทับ18 (แบ่งเขต) น.2.pdf,election_data\อำเภอสำโรง\ตำบลค้อน้อย\หน่วยที่ 2,constituency,True,486,file_00486,True,6,constituency
487,election_data\อำเภอสำโรง\ตำบลค้อน้อย\หน่วยที่ 3\ส.ส.5.18(บช.)น.3.pdf,ส.ส.5.18(บช.)น.3.pdf,election_data\อำเภอสำโรง\ตำบลค้อน้อย\หน่วยที่ 3,party_list,True,487,file_00487,True,2,party_list
488,election_data\อำเภอสำโรง\ตำบลค้อน้อย\หน่วยที่ 3\ส.ส.5ทับ18 (แบ่งเขต) น.3.pdf,ส.ส.5ทับ18 (แบ่งเขต) น.3.pdf,election_data\อำเภอสำโรง\ตำบลค้อน้อย\หน่วยที่ 3,constituency,True,488,file_00488,True,6,constituency
489,election_data\อำเภอสำโรง\ตำบลค้อน้อย\หน่วยที่ 4\ส.ส.5.18(บช.)น.4.pdf,ส.ส.5.18(บช.)น.4.pdf,election_data\อำเภอสำโรง\ตำบลค้อน้อย\หน่วยที่ 4,party_list,True,489,file_00489,True,10,party_list
490,election_data\อำเภอสำโรง\ตำบลค้อน้อย\หน่วยที่ 4\ส.ส.5ทับ18 (แบ่งเขต) น.4.pdf,ส.ส.5ทับ18 (แบ่งเขต) น.4.pdf,election_data\อำเภอสำโรง\ตำบลค้อน้อย\หน่วยที่ 4,constituency,True,490,file_00490,True,6,constituency
491,election_data\อำเภอสำโรง\ตำบลค้อน้อย\หน่วยที่ 5\สส 5_18 บช หน่วยที่ 5.pdf,สส 5_18 บช หน่วยที่ 5.pdf,election_data\อำเภอสำโรง\ตำบลค้อน้อย\หน่วยที่ 5,party_list,True,491,file_00491,True,10,party_list
492,election_data\อำเภอสำโรง\ตำบลค้อน้อย\หน่วยที่ 5\สส 5_18 หน่วยที่ 5.pdf,สส 5_18 หน่วยที่ 5.pdf,election_data\อำเภอสำโรง\ตำบลค้อน้อย\หน่วยที่ 5,constituency,True,492,file_00492,True,6,constituency
493,election_data\อำเภอสำโรง\ตำบลค้อน้อย\หน่วยที่ 6\ส.ส.5.18(บช.)น.6.pdf,ส.ส.5.18(บช.)น.6.pdf,election_data\อำเภอสำโรง\ตำบลค้อน้อย\หน่วยที่ 6,party_list,True,493,file_00493,True,10,party_list
494,election_data\อำเภอสำโรง\ตำบลค้อน้อย\หน่วยที่ 6\ส.ส.5ทับ18 (แบ่งเขต) น.6.pdf,ส.ส.5ทับ18 (แบ่งเขต) น.6.pdf,election_data\อำเภอสำโรง\ตำบลค้อน้อย\หน่วยที่ 6,constituency,True,494,file_00494,True,7,constituency
495,election_data\อำเภอสำโรง\ตำบลค้อน้อย\หน่วยที่ 7\ส.ส.5.18(บช.)น.7.pdf,ส.ส.5.18(บช.)น.7.pdf,election_data\อำเภอสำโรง\ตำบลค้อน้อย\หน่วยที่ 7,party_list,True,495,file_00495,True,9,party_list
496,election_data\อำเภอสำโรง\ตำบลค้อน้อย\หน่วยที่ 7\ส.ส.5ทับ18 (แบ่งเขต) น.7.pdf,ส.ส.5ทับ18 (แบ่งเขต) น.7.pdf,election_data\อำเภอสำโรง\ตำบลค้อน้อย\หน่วยที่ 7,constituency,True,496,file_00496,True,6,constituency
497,election_data\อำเภอสำโรง\ตำบลค้อน้อย\หน่วยที่ 8\ส.ส.5.18(บช.)น.8.pdf,ส.ส.5.18(บช.)น.8.pdf,election_data\อำเภอสำโรง\ตำบลค้อน้อย\หน่วยที่ 8,party_list,True,497,file_00497,True,10,party_list
498,election_data\อำเภอสำโรง\ตำบลค้อน้อย\หน่วยที่ 8\ส.ส.5ทับ18 (แบ่งเขต) น.8.pdf,ส.ส.5ทับ18 (แบ่งเขต) น.8.pdf,election_data\อำเภอสำโรง\ตำบลค้อน้อย\หน่วยที่ 8,constituency,True,498,file_00498,True,4,constituency
499,election_data\อำเภอสำโรง\ตำบลค้อน้อย\หน่วยที่ 9\ส.ส.5.18(บช.)น.9.pdf,ส.ส.5.18(บช.)น.9.pdf,election_data\อำเภอสำโรง\ตำบลค้อน้อย\หน่วยที่ 9,party_list,True,499,file_00499,True,10,party_list
500,election_data\อำเภอสำโรง\ตำบลค้อน้อย\หน่วยที่ 9\ส.ส.5ทับ18 (แบ่งเขต) น.9.pdf,ส.ส.5ทับ18 (แบ่งเขต) น.9.pdf,election_data\อำเภอสำโรง\ตำบลค้อน้อย\หน่วยที่ 9,constituency,True,500,file_00500,True,5,constituency
501,election_data\อำเภอสำโรง\ตำบลหนองไฮ\หน่วยที่ 1\สส.5_18 บช.pdf,สส.5_18 บช.pdf,election_data\อำเภอสำโรง\ตำบลหนองไฮ\หน่วยที่ 1,party_list,True,501,file_00501,True,10,party_list
502,election_data\อำเภอสำโรง\ตำบลหนองไฮ\หน่วยที่ 1\สส.5_18.pdf,สส.5_18.pdf,election_data\อำเภอสำโรง\ตำบลหนองไฮ\หน่วยที่ 1,constituency,True,502,file_00502,True,5,constituency
503,election_data\อำเภอสำโรง\ตำบลหนองไฮ\หน่วยที่ 10\สส.5_18 บช.pdf,สส.5_18 บช.pdf,election_data\อำเภอสำโรง\ตำบลหนองไฮ\หน่วยที่ 10,party_list,True,503,file_00503,True,10,party_list
504,election_data\อำเภอสำโรง\ตำบลหนองไฮ\หน่วยที่ 10\สส.5_18.pdf,สส.5_18.pdf,election_data\อำเภอสำโรง\ตำบลหนองไฮ\หน่วยที่ 10,constituency,True,504,file_00504,True,5,constituency
505,election_data\อำเภอสำโรง\ตำบลหนองไฮ\หน่วยที่ 11\สส.5_18 บช.pdf,สส.5_18 บช.pdf,election_data\อำเภอสำโรง\ตำบลหนองไฮ\หน่วยที่ 11,party_list,True,505,file_00505,True,11,party_list
506,election_data\อำเภอสำโรง\ตำบลหนองไฮ\หน่วยที่ 11\สส.5_18.pdf,สส.5_18.pdf,election_data\อำเภอสำโรง\ตำบลหนองไฮ\หน่วยที่ 11,constituency,True,506,file_00506,True,5,constituency
507,election_data\อำเภอสำโรง\ตำบลหนองไฮ\หน่วยที่ 12\สส.5_18 บช.pdf,สส.5_18 บช.pdf,election_data\อำเภอสำโรง\ตำบลหนองไฮ\หน่วยที่ 12,party_list,True,507,file_00507,True,8,party_list
508,election_data\อำเภอสำโรง\ตำบลหนองไฮ\หน่วยที่ 12\สส.5_18.pdf,สส.5_18.pdf,election_data\อำเภอสำโรง\ตำบลหนองไฮ\หน่วยที่ 12,constituency,True,508,file_00508,True,5,constituency
509,election_data\อำเภอสำโรง\ตำบลหนองไฮ\หน่วยที่ 2\สส.5_18 บช.pdf,สส.5_18 บช.pdf,election_data\อำเภอสำโรง\ตำบลหนองไฮ\หน่วยที่ 2,party_list,True,509,file_00509,True,10,party_list
510,election_data\อำเภอสำโรง\ตำบลหนองไฮ\หน่วยที่ 2\สส.5_18.pdf,สส.5_18.pdf,election_data\อำเภอสำโรง\ตำบลหนองไฮ\หน่วยที่ 2,constituency,True,510,file_00510,True,4,constituency
511,election_data\อำเภอสำโรง\ตำบลหนองไฮ\หน่วยที่ 3\สส.5_18 บช.pdf,สส.5_18 บช.pdf,election_data\อำเภอสำโรง\ตำบลหนองไฮ\หน่วยที่ 3,party_list,True,511,file_00511,True,10,party_list
512,election_data\อำเภอสำโรง\ตำบลหนองไฮ\หน่วยที่ 3\สส.5_18.pdf,สส.5_18.pdf,election_data\อำเภอสำโรง\ตำบลหนองไฮ\หน่วยที่ 3,constituency,True,512,file_00512,True,6,constituency
513,election_data\อำเภอสำโรง\ตำบลหนองไฮ\หน่วยที่ 4\สส.5_18 บช.pdf,สส.5_18 บช.pdf,election_data\อำเภอสำโรง\ตำบลหนองไฮ\หน่วยที่ 4,party_list,True,513,file_00513,True,10,party_list
514,election_data\อำเภอสำโรง\ตำบลหนองไฮ\หน่วยที่ 4\สส.5_18.pdf,สส.5_18.pdf,election_data\อำเภอสำโรง\ตำบลหนองไฮ\หน่วยที่ 4,constituency,True,514,file_00514,True,5,constituency
515,election_data\อำเภอสำโรง\ตำบลหนองไฮ\หน่วยที่ 5\สส.5_18 บช.pdf,สส.5_18 บช.pdf,election_data\อำเภอสำโรง\ตำบลหนองไฮ\หน่วยที่ 5,party_list,True,515,file_00515,True,10,party_list
516,election_data\อำเภอสำโรง\ตำบลหนองไฮ\หน่วยที่ 5\สส.5_18.pdf,สส.5_18.pdf,election_data\อำเภอสำโรง\ตำบลหนองไฮ\หน่วยที่ 5,constituency,True,516,file_00516,True,6,constituency
517,election_data\อำเภอสำโรง\ตำบลหนองไฮ\หน่วยที่ 6\สส.5_18 บช.pdf,สส.5_18 บช.pdf,election_data\อำเภอสำโรง\ตำบลหนองไฮ\หน่วยที่ 6,party_list,True,517,file_00517,True,7,party_list
518,election_data\อำเภอสำโรง\ตำบลหนองไฮ\หน่วยที่ 6\สส.5_18.pdf,สส.5_18.pdf,election_data\อำเภอสำโรง\ตำบลหนองไฮ\หน่วยที่ 6,constituency,True,518,file_00518,True,6,constituency
519,election_data\อำเภอสำโรง\ตำบลหนองไฮ\หน่วยที่ 7\สส.5_18 บช.pdf,สส.5_18 บช.pdf,election_data\อำเภอสำโรง\ตำบลหนองไฮ\หน่วยที่ 7,party_list,True,519,file_00519,True,10,party_list
520,election_data\อำเภอสำโรง\ตำบลหนองไฮ\หน่วยที่ 7\สส.5_18.pdf,สส.5_18.pdf,election_data\อำเภอสำโรง\ตำบลหนองไฮ\หน่วยที่ 7,constituency,True,520,file_00520,True,5,constituency
521,election_data\อำเภอสำโรง\ตำบลหนองไฮ\หน่วยที่ 8\สส.5_18 บช.pdf,สส.5_18 บช.pdf,election_data\อำเภอสำโรง\ตำบลหนองไฮ\หน่วยที่ 8,party_list,True,521,file_00521,True,9,party_list
522,election_data\อำเภอสำโรง\ตำบลหนองไฮ\หน่วยที่ 8\สส.5_18.pdf,สส.5_18.pdf,election_data\อำเภอสำโรง\ตำบลหนองไฮ\หน่วยที่ 8,constituency,True,522,file_00522,True,5,constituency
523,election_data\อำเภอสำโรง\ตำบลหนองไฮ\หน่วยที่ 9\สส.5_18 บช.pdf,สส.5_18 บช.pdf,election_data\อำเภอสำโรง\ตำบลหนองไฮ\หน่วยที่ 9,party_list,True,523,file_00523,True,10,party_list
524,election_data\อำเภอสำโรง\ตำบลหนองไฮ\หน่วยที่ 9\สส.5_18.pdf,สส.5_18.pdf,election_data\อำเภอสำโรง\ตำบลหนองไฮ\หน่วยที่ 9,constituency,True,524,file_00524,True,6,constituency
525,election_data\อำเภอสำโรง\ตำบลโคกสว่าง\หน่วยที่ 1\สส.5_18 บช.pdf,สส.5_18 บช.pdf,election_data\อำเภอสำโรง\ตำบลโคกสว่าง\หน่วยที่ 1,party_list,True,525,file_00525,True,10,party_list
526,election_data\อำเภอสำโรง\ตำบลโคกสว่าง\หน่วยที่ 1\สส.5_18.pdf,สส.5_18.pdf,election_data\อำเภอสำโรง\ตำบลโคกสว่าง\หน่วยที่ 1,constituency,True,526,file_00526,True,6,constituency
527,election_data\อำเภอสำโรง\ตำบลโคกสว่าง\หน่วยที่ 10\สส 5_18 บช.pdf,สส 5_18 บช.pdf,election_data\อำเภอสำโรง\ตำบลโคกสว่าง\หน่วยที่ 10,party_list,True,527,file_00527,True,10,party_list
528,election_data\อำเภอสำโรง\ตำบลโคกสว่าง\หน่วยที่ 10\สส 5_18.pdf,สส 5_18.pdf,election_data\อำเภอสำโรง\ตำบลโคกสว่าง\หน่วยที่ 10,constituency,True,528,file_00528,True,5,constituency
529,election_data\อำเภอสำโรง\ตำบลโคกสว่าง\หน่วยที่ 11\สส 5_18 บช.pdf,สส 5_18 บช.pdf,election_data\อำเภอสำโรง\ตำบลโคกสว่าง\หน่วยที่ 11,party_list,True,529,file_00529,True,11,party_list
530,election_data\อำเภอสำโรง\ตำบลโคกสว่าง\หน่วยที่ 11\สส 5_18.pdf,สส 5_18.pdf,election_data\อำเภอสำโรง\ตำบลโคกสว่าง\หน่วยที่ 11,constituency,True,530,file_00530,True,4,constituency
531,election_data\อำเภอสำโรง\ตำบลโคกสว่าง\หน่วยที่ 12\สส 5_18.pdf,สส 5_18.pdf,election_data\อำเภอสำโรง\ตำบลโคกสว่าง\หน่วยที่ 12,constituency,True,531,file_00531,True,4,constituency
532,election_data\อำเภอสำโรง\ตำบลโคกสว่าง\หน่วยที่ 12\สส 5_18บช.pdf,สส 5_18บช.pdf,election_data\อำเภอสำโรง\ตำบลโคกสว่าง\หน่วยที่ 12,party_list,True,532,file_00532,True,10,party_list
533,election_data\อำเภอสำโรง\ตำบลโคกสว่าง\หน่วยที่ 2\สส.5_18 บช.pdf,สส.5_18 บช.pdf,election_data\อำเภอสำโรง\ตำบลโคกสว่าง\หน่วยที่ 2,party_list,True,533,file_00533,True,10,party_list
534,election_data\อำเภอสำโรง\ตำบลโคกสว่าง\หน่วยที่ 2\สส.5_18.pdf,สส.5_18.pdf,election_data\อำเภอสำโรง\ตำบลโคกสว่าง\หน่วยที่ 2,constituency,True,534,file_00534,True,6,constituency
535,election_data\อำเภอสำโรง\ตำบลโคกสว่าง\หน่วยที่ 3\สส.5_18.pdf,สส.5_18.pdf,election_data\อำเภอสำโรง\ตำบลโคกสว่าง\หน่วยที่ 3,constituency,True,535,file_00535,True,3,constituency
536,election_data\อำเภอสำโรง\ตำบลโคกสว่าง\หน่วยที่ 3\สส.5_18บช.pdf,สส.5_18บช.pdf,election_data\อำเภอสำโรง\ตำบลโคกสว่าง\หน่วยที่ 3,party_list,True,536,file_00536,True,10,party_list
537,election_data\อำเภอสำโรง\ตำบลโคกสว่าง\หน่วยที่ 4\สส.5_18 บช.pdf,สส.5_18 บช.pdf,election_data\อำเภอสำโรง\ตำบลโคกสว่าง\หน่วยที่ 4,party_list,True,537,file_00537,True,9,party_list
538,election_data\อำเภอสำโรง\ตำบลโคกสว่าง\หน่วยที่ 4\สส.5_18.pdf,สส.5_18.pdf,election_data\อำเภอสำโรง\ตำบลโคกสว่าง\หน่วยที่ 4,constituency,True,538,file_00538,True,6,constituency
539,election_data\อำเภอสำโรง\ตำบลโคกสว่าง\หน่วยที่ 5\สส.5_18 บช.pdf,สส.5_18 บช.pdf,election_data\อำเภอสำโรง\ตำบลโคกสว่าง\หน่วยที่ 5,party_list,True,539,file_00539,True,11,party_list
540,election_data\อำเภอสำโรง\ตำบลโคกสว่าง\หน่วยที่ 5\สส.5_18.pdf,สส.5_18.pdf,election_data\อำเภอสำโรง\ตำบลโคกสว่าง\หน่วยที่ 5,constituency,True,540,file_00540,True,5,constituency
541,election_data\อำเภอสำโรง\ตำบลโคกสว่าง\หน่วยที่ 6\สส.5_18 บช.pdf,สส.5_18 บช.pdf,election_data\อำเภอสำโรง\ตำบลโคกสว่าง\หน่วยที่ 6,party_list,True,541,file_00541,True,10,party_list
542,election_data\อำเภอสำโรง\ตำบลโคกสว่าง\หน่วยที่ 6\สส.5_18.pdf,สส.5_18.pdf,election_data\อำเภอสำโรง\ตำบลโคกสว่าง\หน่วยที่ 6,constituency,True,542,file_00542,True,6,constituency
543,election_data\อำเภอสำโรง\ตำบลโคกสว่าง\หน่วยที่ 7\สส.5_18 บช.pdf,สส.5_18 บช.pdf,election_data\อำเภอสำโรง\ตำบลโคกสว่าง\หน่วยที่ 7,party_list,True,543,file_00543,True,10,party_list
544,election_data\อำเภอสำโรง\ตำบลโคกสว่าง\หน่วยที่ 7\สส.5_18.pdf,สส.5_18.pdf,election_data\อำเภอสำโรง\ตำบลโคกสว่าง\หน่วยที่ 7,constituency,True,544,file_00544,True,6,constituency
545,election_data\อำเภอสำโรง\ตำบลโคกสว่าง\หน่วยที่ 8\สส.5_18 บช.pdf,สส.5_18 บช.pdf,election_data\อำเภอสำโรง\ตำบลโคกสว่าง\หน่วยที่ 8,party_list,True,545,file_00545,True,10,party_list
546,election_data\อำเภอสำโรง\ตำบลโคกสว่าง\หน่วยที่ 8\สส.5_18.pdf,สส.5_18.pdf,election_data\อำเภอสำโรง\ตำบลโคกสว่าง\หน่วยที่ 8,constituency,True,546,file_00546,True,6,constituency
547,election_data\อำเภอสำโรง\ตำบลโคกสว่าง\หน่วยที่ 9\สส 5_18 บช.pdf,สส 5_18 บช.pdf,election_data\อำเภอสำโรง\ตำบลโคกสว่าง\หน่วยที่ 9,party_list,True,547,file_00547,True,10,party_list
548,election_data\อำเภอสำโรง\ตำบลโคกสว่าง\หน่วยที่ 9\สส 5_18.pdf,สส 5_18.pdf,election_data\อำเภอสำโรง\ตำบลโคกสว่าง\หน่วยที่ 9,constituency,True,548,file_00548,True,5,constituency
549,election_data\อำเภอสำโรง\ตำบลโนนกลาง\หน่วยที่ 1\สส.5_18 บช.pdf,สส.5_18 บช.pdf,election_data\อำเภอสำโรง\ตำบลโนนกลาง\หน่วยที่ 1,party_list,True,549,file_00549,True,11,party_list
550,election_data\อำเภอสำโรง\ตำบลโนนกลาง\หน่วยที่ 1\สส.5_18.pdf,สส.5_18.pdf,election_data\อำเภอสำโรง\ตำบลโนนกลาง\หน่วยที่ 1,constituency,True,550,file_00550,True,5,constituency
551,election_data\อำเภอสำโรง\ตำบลโนนกลาง\หน่วยที่ 10\สส.5_18 บช.pdf,สส.5_18 บช.pdf,election_data\อำเภอสำโรง\ตำบลโนนกลาง\หน่วยที่ 10,party_list,True,551,file_00551,True,10,party_list
552,election_data\อำเภอสำโรง\ตำบลโนนกลาง\หน่วยที่ 10\สส.5_18.pdf,สส.5_18.pdf,election_data\อำเภอสำโรง\ตำบลโนนกลาง\หน่วยที่ 10,constituency,True,552,file_00552,True,5,constituency
553,election_data\อำเภอสำโรง\ตำบลโนนกลาง\หน่วยที่ 2\สส.5_18 บช.pdf,สส.5_18 บช.pdf,election_data\อำเภอสำโรง\ตำบลโนนกลาง\หน่วยที่ 2,party_list,True,553,file_00553,True,10,party_list
554,election_data\อำเภอสำโรง\ตำบลโนนกลาง\หน่วยที่ 2\สส.5_18.pdf,สส.5_18.pdf,election_data\อำเภอสำโรง\ตำบลโนนกลาง\หน่วยที่ 2,constituency,True,554,file_00554,True,5,constituency
555,election_data\อำเภอสำโรง\ตำบลโนนกลาง\หน่วยที่ 3\สส.5_18 บช.pdf,สส.5_18 บช.pdf,election_data\อำเภอสำโรง\ตำบลโนนกลาง\หน่วยที่ 3,party_list,True,555,file_00555,True,10,party_list
556,election_data\อำเภอสำโรง\ตำบลโนนกลาง\หน่วยที่ 3\สส.5_18.pdf,สส.5_18.pdf,election_data\อำเภอสำโรง\ตำบลโนนกลาง\หน่วยที่ 3,constituency,True,556,file_00556,True,5,constituency
557,election_data\อำเภอสำโรง\ตำบลโนนกลาง\หน่วยที่ 4\สส.5_18 บช.pdf,สส.5_18 บช.pdf,election_data\อำเภอสำโรง\ตำบลโนนกลาง\หน่วยที่ 4,party_list,True,557,file_00557,True,10,party_list
558,election_data\อำเภอสำโรง\ตำบลโนนกลาง\หน่วยที่ 4\สส.5_18.pdf,สส.5_18.pdf,election_data\อำเภอสำโรง\ตำบลโนนกลาง\หน่วยที่ 4,constituency,True,558,file_00558,True,3,constituency
559,election_data\อำเภอสำโรง\ตำบลโนนกลาง\หน่วยที่ 5\สส.5_18 บช.pdf,สส.5_18 บช.pdf,election_data\อำเภอสำโรง\ตำบลโนนกลาง\หน่วยที่ 5,party_list,True,559,file_00559,True,10,party_list
560,election_data\อำเภอสำโรง\ตำบลโนนกลาง\หน่วยที่ 5\สส.5_18.pdf,สส.5_18.pdf,election_data\อำเภอสำโรง\ตำบลโนนกลาง\หน่วยที่ 5,constituency,True,560,file_00560,True,5,constituency
561,election_data\อำเภอสำโรง\ตำบลโนนกลาง\หน่วยที่ 6\สส 5_18 บช.pdf,สส 5_18 บช.pdf,election_data\อำเภอสำโรง\ตำบลโนนกลาง\หน่วยที่ 6,party_list,True,561,file_00561,True,9,party_list
562,election_data\อำเภอสำโรง\ตำบลโนนกลาง\หน่วยที่ 6\สส 5_18.pdf,สส 5_18.pdf,election_data\อำเภอสำโรง\ตำบลโนนกลาง\หน่วยที่ 6,constituency,True,562,file_00562,True,5,constituency
563,election_data\อำเภอสำโรง\ตำบลโนนกลาง\หน่วยที่ 7\ส.ส5_18.pdf,ส.ส5_18.pdf,election_data\อำเภอสำโรง\ตำบลโนนกลาง\หน่วยที่ 7,constituency,True,563,file_00563,True,6,constituency
564,election_data\อำเภอสำโรง\ตำบลโนนกลาง\หน่วยที่ 7\สส 5_18 บช.pdf,สส 5_18 บช.pdf,election_data\อำเภอสำโรง\ตำบลโนนกลาง\หน่วยที่ 7,party_list,True,564,file_00564,True,11,party_list
565,election_data\อำเภอสำโรง\ตำบลโนนกลาง\หน่วยที่ 8\สส 5_18.pdf,สส 5_18.pdf,election_data\อำเภอสำโรง\ตำบลโนนกลาง\หน่วยที่ 8,constituency,True,565,file_00565,True,6,constituency
566,election_data\อำเภอสำโรง\ตำบลโนนกลาง\หน่วยที่ 8\สส.5_18 บช.pdf,สส.5_18 บช.pdf,election_data\อำเภอสำโรง\ตำบลโนนกลาง\หน่วยที่ 8,party_list,True,566,file_00566,True,10,party_list
567,election_data\อำเภอสำโรง\ตำบลโนนกลาง\หน่วยที่ 9\สส.5_18 บช.pdf,สส.5_18 บช.pdf,election_data\อำเภอสำโรง\ตำบลโนนกลาง\หน่วยที่ 9,party_list,True,567,file_00567,True,11,party_list
568,election_data\อำเภอสำโรง\ตำบลโนนกลาง\หน่วยที่ 9\สส.5_18.pdf,สส.5_18.pdf,election_data\อำเภอสำโรง\ตำบลโนนกลาง\หน่วยที่ 9,constituency,True,568,file_00568,True,5,constituency
569,election_data\อำเภอสำโรง\ตำบลโนนกาเล็น\หน่วยที่ 1\สส 5_18 บช.pdf,สส 5_18 บช.pdf,election_data\อำเภอสำโรง\ตำบลโนนกาเล็น\หน่วยที่ 1,party_list,True,569,file_00569,True,11,party_list
570,election_data\อำเภอสำโรง\ตำบลโนนกาเล็น\หน่วยที่ 1\สส5_18.pdf,สส5_18.pdf,election_data\อำเภอสำโรง\ตำบลโนนกาเล็น\หน่วยที่ 1,constituency,True,570,file_00570,False,1,constituency
571,election_data\อำเภอสำโรง\ตำบลโนนกาเล็น\หน่วยที่ 10\สส.5_18 บช.pdf,สส.5_18 บช.pdf,election_data\อำเภอสำโรง\ตำบลโนนกาเล็น\หน่วยที่ 10,party_list,True,571,file_00571,True,10,party_list
572,election_data\อำเภอสำโรง\ตำบลโนนกาเล็น\หน่วยที่ 10\สส.5_18.pdf,สส.5_18.pdf,election_data\อำเภอสำโรง\ตำบลโนนกาเล็น\หน่วยที่ 10,constituency,True,572,file_00572,True,3,constituency
573,election_data\อำเภอสำโรง\ตำบลโนนกาเล็น\หน่วยที่ 11\สส. 5_18 บช.pdf,สส. 5_18 บช.pdf,election_data\อำเภอสำโรง\ตำบลโนนกาเล็น\หน่วยที่ 11,party_list,True,573,file_00573,True,10,party_list
574,election_data\อำเภอสำโรง\ตำบลโนนกาเล็น\หน่วยที่ 11\สส.5_18 .pdf,สส.5_18 .pdf,election_data\อำเภอสำโรง\ตำบลโนนกาเล็น\หน่วยที่ 11,constituency,True,574,file_00574,True,5,constituency
575,election_data\อำเภอสำโรง\ตำบลโนนกาเล็น\หน่วยที่ 12\สส 5_18 บช หน่วยที่ 12.pdf,สส 5_18 บช หน่วยที่ 12.pdf,election_data\อำเภอสำโรง\ตำบลโนนกาเล็น\หน่วยที่ 12,party_list,True,575,file_00575,True,10,party_list
576,election_data\อำเภอสำโรง\ตำบลโนนกาเล็น\หน่วยที่ 12\สส 5_18 หน่วยที่ 12.pdf,สส 5_18 หน่วยที่ 12.pdf,election_data\อำเภอสำโรง\ตำบลโนนกาเล็น\หน่วยที่ 12,constituency,True,576,file_00576,True,6,constituency
